Game,first_0,second_0,third_0,fourth_0
0,1.3147477e+24,1.513223e+16,2.0995372e+17,2.3070735e+17
1,4.773589e+24,1.6505242e+24,0.030395797,832359100000000.0
2,4.6306983e+24,1.6928148e+25,0.02985545,109259810000000.0
3,5.688541e+24,2.0431881e+25,0.029887967,482337030000.0
4,5.7943016e+24,2.0815544e+25,0.030194385,1.2940834e+25
